Rented Bike Count,Date,Hour,Seasons,Temperature(°C),Humidity(%),Rainfall(mm),label_day_night,WeekDay,Month,Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Seul
58,2018-02-11,3,Winter,-7.2,43.0,0.0,Night,Sunday,2,2.0,2000.0,-17.6,1
34,2018-02-11,4,Winter,-7.5,42.0,0.0,Night,Sunday,2,2.4,1998.0,-18.2,1
19,2018-02-11,5,Winter,-7.8,39.0,0.0,Day,Sunday,2,2.8,2000.0,-19.3,1
39,2018-02-11,6,Winter,-8.4,33.0,0.0,Day,Sunday,2,1.4,1963.0,-21.8,1
40,2018-02-11,7,Winter,-9.2,34.0,0.0,Day,Sunday,2,2.0,1945.0,-22.2,1
81,2018-02-11,8,Winter,-9.4,29.0,0.0,Day,Sunday,2,1.9,1967.0,-24.1,1
126,2018-02-11,9,Winter,-8.6,28.0,0.0,Day,Sunday,2,1.5,1786.0,-23.8,1
130,2018-02-11,10,Winter,-6.9,21.0,0.0,Day,Sunday,2,3.4,1827.0,-25.6,1
155,2018-02-11,11,Winter,-5.0,25.0,0.0,Day,Sunday,2,3.2,1853.0,-22.0,1
174,2018-02-11,12,Winter,-3.9,28.0,0.0,Day,Sunday,2,2.9,1921.0,-19.7,1
212,2018-02-11,13,Winter,-2.4,28.0,0.0,Day,Sunday,2,3.0,1953.0,-18.4,1
191,2018-02-11,14,Winter,-2.2,29.0,0.0,Day,Sunday,2,4.1,1983.0,-17.8,1
181,2018-02-11,15,Winter,-2.6,31.0,0.0,Day,Sunday,2,2.7,1987.0,-17.4,1
175,2018-02-11,16,Winter,-3.6,36.0,0.0,Day,Sunday,2,4.4,2000.0,-16.5,1
198,2018-02-11,17,Winter,-4.2,47.0,0.0,Day,Sunday,2,2.7,2000.0,-13.8,1
150,2018-02-11,18,Winter,-4.6,56.0,0.0,Day,Sunday,2,3.6,2000.0,-12.0,1
147,2018-02-11,19,Winter,-5.2,66.0,0.0,Day,Sunday,2,3.1,2000.0,-10.5,1
127,2018-02-11,20,Winter,-5.7,67.0,0.0,Day,Sunday,2,2.6,2000.0,-10.8,1
119,2018-02-11,21,Winter,-5.6,69.0,0.0,Night,Sunday,2,2.2,1984.0,-10.3,1
103,2018-02-11,22,Winter,-5.8,57.0,0.0,Night,Sunday,2,3.2,1980.0,-12.9,1
91,2018-02-11,23,Winter,-7.0,49.0,0.0,Night,Sunday,2,3.4,1984.0,-15.9,1
103,2018-02-12,0,Winter,-7.7,52.0,0.0,Night,Monday,2,3.2,1982.0,-15.8,1
69,2018-02-12,1,Winter,-7.9,52.0,0.0,Night,Monday,2,3.7,1961.0,-16.0,1
45,2018-02-12,2,Winter,-8.3,49.0,0.0,Night,Monday,2,2.7,2000.0,-17.1,1
21,2018-02-12,3,Winter,-8.5,35.0,0.0,Night,Monday,2,2.7,2000.0,-21.2,1
33,2018-02-12,4,Winter,-8.6,31.0,0.0,Night,Monday,2,3.5,2000.0,-22.7,1
30,2018-02-12,5,Winter,-9.2,37.0,0.0,Day,Monday,2,1.1,2000.0,-21.2,1
109,2018-02-12,6,Winter,-9.5,36.0,0.0,Day,Monday,2,1.5,2000.0,-21.8,1
236,2018-02-12,7,Winter,-9.5,35.0,0.0,Day,Monday,2,1.1,2000.0,-22.1,1
517,2018-02-12,8,Winter,-9.1,33.0,0.0,Day,Monday,2,2.1,1998.0,-22.4,1
262,2018-02-12,9,Winter,-8.4,28.0,0.0,Day,Monday,2,2.2,1947.0,-23.7,1
161,2018-02-12,10,Winter,-6.7,23.0,0.0,Day,Monday,2,2.4,1938.0,-24.4,1
190,2018-02-12,11,Winter,-6.1,25.0,0.0,Day,Monday,2,2.8,1976.0,-22.9,1
202,2018-02-12,12,Winter,-4.6,32.0,0.0,Day,Monday,2,4.2,1874.0,-18.8,1
246,2018-02-12,13,Winter,-2.7,29.0,0.0,Day,Monday,2,2.9,1961.0,-18.3,1
182,2018-02-12,14,Winter,-2.4,30.0,0.0,Day,Monday,2,3.4,1824.0,-17.6,1
228,2018-02-12,15,Winter,-2.1,30.0,0.0,Day,Monday,2,3.9,1933.0,-17.3,1
239,2018-02-12,16,Winter,-2.4,33.0,0.0,Day,Monday,2,4.5,1815.0,-16.5,1
288,2018-02-12,17,Winter,-3.1,36.0,0.0,Day,Monday,2,4.4,1988.0,-16.0,1
475,2018-02-12,18,Winter,-4.4,46.0,0.0,Day,Monday,2,3.5,2000.0,-14.3,1
340,2018-02-12,19,Winter,-4.9,52.0,0.0,Day,Monday,2,2.0,2000.0,-13.2,1
244,2018-02-12,20,Winter,-4.7,55.0,0.0,Day,Monday,2,1.7,2000.0,-12.3,1
253,2018-02-12,21,Winter,-4.3,59.0,0.0,Night,Monday,2,3.0,1239.0,-11.1,1
200,2018-02-12,22,Winter,-4.2,57.0,0.0,Night,Monday,2,1.7,2000.0,-11.4,1
140,2018-02-12,23,Winter,-4.4,58.0,0.0,Night,Monday,2,2.4,2000.0,-11.4,1
158,2018-02-13,0,Winter,-5.0,60.0,0.0,Night,Tuesday,2,1.8,1995.0,-11.5,1
146,2018-02-13,1,Winter,-5.5,60.0,0.0,Night,Tuesday,2,1.3,1994.0,-12.0,1
106,2018-02-13,2,Winter,-6.0,58.0,0.0,Night,Tuesday,2,2.0,2000.0,-12.9,1
70,2018-02-13,3,Winter,-6.2,61.0,0.0,Night,Tuesday,2,1.3,1992.0,-12.5,1
46,2018-02-13,4,Winter,-6.4,62.0,0.0,Night,Tuesday,2,1.8,1978.0,-12.4,1
51,2018-02-13,5,Winter,-6.7,64.0,0.0,Day,Tuesday,2,1.6,1981.0,-12.3,1
96,2018-02-13,6,Winter,-7.1,70.0,0.0,Day,Tuesday,2,1.0,1977.0,-11.6,1
294,2018-02-13,7,Winter,-7.2,70.0,0.0,Day,Tuesday,2,1.9,1946.0,-11.7,1
568,2018-02-13,8,Winter,-7.1,68.0,0.0,Day,Tuesday,2,0.6,1931.0,-12.0,1
285,2018-02-13,9,Winter,-5.9,52.0,0.0,Day,Tuesday,2,1.4,1935.0,-14.1,1
200,2018-02-13,10,Winter,-2.4,41.0,0.0,Day,Tuesday,2,1.5,1905.0,-13.8,1
252,2018-02-13,11,Winter,-0.3,40.0,0.0,Day,Tuesday,2,3.4,1728.0,-12.2,1
281,2018-02-13,12,Winter,1.0,41.0,0.0,Day,Tuesday,2,3.3,1794.0,-10.8,1
256,2018-02-13,13,Winter,2.6,40.0,0.0,Day,Tuesday,2,3.5,1854.0,-9.6,1
300,2018-02-13,14,Winter,3.7,39.0,0.0,Day,Tuesday,2,3.8,1908.0,-9.0,1
295,2018-02-13,15,Winter,3.7,40.0,0.0,Day,Tuesday,2,5.3,1950.0,-8.6,1
328,2018-02-13,16,Winter,3.9,41.0,0.0,Day,Tuesday,2,4.0,1973.0,-8.1,1
410,2018-02-13,17,Winter,3.5,46.0,0.0,Day,Tuesday,2,3.1,1992.0,-7.0,1
604,2018-02-13,18,Winter,3.1,50.0,0.0,Day,Tuesday,2,3.7,2000.0,-6.3,1
406,2018-02-13,19,Winter,2.4,57.0,0.0,Day,Tuesday,2,3.2,1995.0,-5.2,1
323,2018-02-13,20,Winter,2.3,59.0,0.0,Day,Tuesday,2,3.8,1981.0,-4.9,1
290,2018-02-13,21,Winter,2.6,57.0,0.0,Night,Tuesday,2,3.8,2000.0,-5.0,1
291,2018-02-13,22,Winter,2.6,57.0,0.0,Night,Tuesday,2,3.1,2000.0,-5.0,1
211,2018-02-13,23,Winter,2.4,59.0,0.0,Night,Tuesday,2,3.2,2000.0,-4.8,1
178,2018-02-14,0,Winter,2.0,65.0,0.0,Night,Wednesday,2,2.2,1885.0,-3.9,1
213,2018-02-14,1,Winter,1.3,67.0,0.0,Night,Wednesday,2,1.2,1738.0,-4.1,1
129,2018-02-14,2,Winter,1.2,64.0,0.0,Night,Wednesday,2,0.9,1680.0,-4.8,1
101,2018-02-14,3,Winter,1.1,65.0,0.0,Night,Wednesday,2,1.0,1596.0,-4.7,1
51,2018-02-14,4,Winter,1.1,67.0,0.0,Night,Wednesday,2,1.7,1506.0,-4.3,1
56,2018-02-14,5,Winter,1.0,68.0,0.0,Day,Wednesday,2,0.6,1519.0,-4.2,1
108,2018-02-14,6,Winter,1.1,66.0,0.0,Day,Wednesday,2,0.9,1550.0,-4.5,1
292,2018-02-14,7,Winter,1.3,66.0,0.0,Day,Wednesday,2,1.1,1534.0,-4.3,1
606,2018-02-14,8,Winter,2.1,65.0,0.0,Day,Wednesday,2,1.1,1559.0,-3.8,1
326,2018-02-14,9,Winter,3.9,64.0,0.0,Day,Wednesday,2,2.9,1483.0,-2.3,1
241,2018-02-14,10,Winter,5.2,65.0,0.0,Day,Wednesday,2,3.9,1313.0,-0.8,1
288,2018-02-14,11,Winter,6.3,67.0,0.0,Day,Wednesday,2,3.5,1179.0,0.6,1
312,2018-02-14,12,Winter,6.9,67.0,0.0,Day,Wednesday,2,3.9,986.0,1.1,1
349,2018-02-14,13,Winter,7.2,65.0,0.0,Day,Wednesday,2,3.8,773.0,1.0,1
398,2018-02-14,14,Winter,7.8,57.0,0.0,Day,Wednesday,2,3.5,675.0,-0.2,1
461,2018-02-14,15,Winter,8.7,48.0,0.0,Day,Wednesday,2,4.1,767.0,-1.7,1
447,2018-02-14,16,Winter,8.0,36.0,0.0,Day,Wednesday,2,3.5,1013.0,-6.1,1
484,2018-02-14,17,Winter,6.6,34.0,0.0,Day,Wednesday,2,2.8,1300.0,-8.1,1
559,2018-02-14,18,Winter,5.1,34.0,0.0,Day,Wednesday,2,2.3,1440.0,-9.5,1
316,2018-02-14,19,Winter,3.9,37.0,0.0,Day,Wednesday,2,1.4,1417.0,-9.4,1
262,2018-02-14,20,Winter,2.8,29.0,0.0,Day,Wednesday,2,2.8,1473.0,-13.5,1
216,2018-02-14,21,Winter,1.7,27.0,0.0,Night,Wednesday,2,3.1,1734.0,-15.3,1
218,2018-02-14,22,Winter,0.3,33.0,0.0,Night,Wednesday,2,4.0,1436.0,-14.1,1
160,2018-02-14,23,Winter,-0.3,35.0,0.0,Night,Wednesday,2,2.1,1577.0,-13.9,1
126,2018-02-15,0,Winter,-0.7,37.0,0.0,Night,Thursday,2,3.5,1716.0,-13.6,1
123,2018-02-15,1,Winter,-1.1,38.0,0.0,Night,Thursday,2,2.8,1999.0,-13.6,1
112,2018-02-15,2,Winter,-1.2,35.0,0.0,Night,Thursday,2,2.2,2000.0,-14.7,1
74,2018-02-15,3,Winter,-1.4,34.0,0.0,Night,Thursday,2,2.1,2000.0,-15.2,1
58,2018-02-15,4,Winter,-1.9,34.0,0.0,Night,Thursday,2,3.0,2000.0,-15.7,1
32,2018-02-15,5,Winter,-2.4,33.0,0.0,Day,Thursday,2,3.1,2000.0,-16.5,1
39,2018-02-15,6,Winter,-2.6,38.0,0.0,Day,Thursday,2,1.0,2000.0,-15.0,1
55,2018-02-15,7,Winter,-3.0,40.0,0.0,Day,Thursday,2,0.9,2000.0,-14.7,1
112,2018-02-15,8,Winter,-3.0,38.0,0.0,Day,Thursday,2,1.0,2000.0,-15.4,1
112,2018-02-15,9,Winter,-3.5,30.0,0.0,Day,Thursday,2,1.5,1980.0,-18.6,1
127,2018-02-15,10,Winter,-1.6,26.0,0.0,Day,Thursday,2,1.9,1980.0,-18.6,1
170,2018-02-15,11,Winter,0.1,22.0,0.0,Day,Thursday,2,2.0,2000.0,-19.1,1
174,2018-02-15,12,Winter,1.7,20.0,0.0,Day,Thursday,2,3.0,1983.0,-18.9,1
240,2018-02-15,13,Winter,2.2,18.0,0.0,Day,Thursday,2,3.4,1942.0,-19.7,1
270,2018-02-15,14,Winter,2.9,14.0,0.0,Day,Thursday,2,4.3,2000.0,-22.0,1
276,2018-02-15,15,Winter,3.8,17.0,0.0,Day,Thursday,2,3.2,2000.0,-19.0,1
273,2018-02-15,16,Winter,3.2,16.0,0.0,Day,Thursday,2,3.0,2000.0,-20.2,1
236,2018-02-15,17,Winter,2.4,17.0,0.0,Day,Thursday,2,3.1,1990.0,-20.2,1
190,2018-02-15,18,Winter,1.1,18.0,0.0,Day,Thursday,2,2.5,2000.0,-20.6,1
166,2018-02-15,19,Winter,0.1,21.0,0.0,Day,Thursday,2,2.9,2000.0,-19.7,1
148,2018-02-15,20,Winter,-0.4,27.0,0.0,Day,Thursday,2,2.2,2000.0,-17.1,1
134,2018-02-15,21,Winter,-1.1,32.0,0.0,Night,Thursday,2,2.4,2000.0,-15.7,1
145,2018-02-15,22,Winter,-1.9,30.0,0.0,Night,Thursday,2,0.8,2000.0,-17.2,1
92,2018-02-15,23,Winter,-2.5,31.0,0.0,Night,Thursday,2,1.4,1996.0,-17.3,1
105,2018-02-16,0,Winter,-3.3,35.0,0.0,Night,Friday,2,1.8,1977.0,-16.6,1
77,2018-02-16,1,Winter,-3.6,35.0,0.0,Night,Friday,2,2.0,1943.0,-16.8,1
47,2018-02-16,2,Winter,-4.1,38.0,0.0,Night,Friday,2,1.2,1996.0,-16.3,1
36,2018-02-16,3,Winter,-4.4,37.0,0.0,Night,Friday,2,1.7,1989.0,-16.9,1
35,2018-02-16,4,Winter,-4.5,42.0,0.0,Night,Friday,2,1.4,1944.0,-15.5,1
28,2018-02-16,5,Winter,-5.0,44.0,0.0,Day,Friday,2,0.9,1976.0,-15.3,1
30,2018-02-16,6,Winter,-5.2,42.0,0.0,Day,Friday,2,0.7,1980.0,-16.1,1
49,2018-02-16,7,Winter,-5.4,41.0,0.0,Day,Friday,2,0.3,2000.0,-16.6,1
68,2018-02-16,8,Winter,-5.4,38.0,0.0,Day,Friday,2,0.7,2000.0,-17.5,1
48,2018-02-16,9,Winter,-4.3,33.0,0.0,Day,Friday,2,0.7,1923.0,-18.2,1
78,2018-02-16,10,Winter,-1.3,32.0,0.0,Day,Friday,2,1.5,1933.0,-15.9,1
93,2018-02-16,11,Winter,1.0,25.0,0.0,Day,Friday,2,1.4,1782.0,-16.8,1
137,2018-02-16,12,Winter,2.2,19.0,0.0,Day,Friday,2,1.4,1946.0,-19.1,1
169,2018-02-16,13,Winter,3.5,17.0,0.0,Day,Friday,2,3.2,1971.0,-19.3,1
196,2018-02-16,14,Winter,4.2,18.0,0.0,Day,Friday,2,3.3,1976.0,-18.0,1
243,2018-02-16,15,Winter,4.0,26.0,0.0,Day,Friday,2,3.5,2000.0,-13.8,1
189,2018-02-16,16,Winter,3.3,38.0,0.0,Day,Friday,2,3.8,1921.0,-9.6,1
210,2018-02-16,17,Winter,2.5,48.0,0.0,Day,Friday,2,4.2,1979.0,-7.4,1
165,2018-02-16,18,Winter,1.4,56.0,0.0,Day,Friday,2,3.2,1932.0,-6.4,1
126,2018-02-16,19,Winter,0.6,59.0,0.0,Day,Friday,2,2.3,1939.0,-6.5,1
150,2018-02-16,20,Winter,0.2,61.0,0.0,Day,Friday,2,1.9,1956.0,-6.4,1
114,2018-02-16,21,Winter,0.1,67.0,0.0,Night,Friday,2,2.5,1451.0,-5.3,1
116,2018-02-16,22,Winter,-0.6,70.0,0.0,Night,Friday,2,3.4,1204.0,-5.4,1
84,2018-02-16,23,Winter,-2.0,51.0,0.0,Night,Friday,2,3.2,1336.0,-10.8,1
79,2018-02-17,0,Winter,-2.7,41.0,0.0,Night,Saturday,2,3.2,1695.0,-14.1,1
71,2018-02-17,1,Winter,-3.1,36.0,0.0,Night,Saturday,2,3.5,2000.0,-16.0,1
56,2018-02-17,2,Winter,-3.8,30.0,0.0,Night,Saturday,2,3.9,2000.0,-18.8,1
34,2018-02-17,3,Winter,-4.5,28.0,0.0,Night,Saturday,2,3.0,2000.0,-20.3,1
20,2018-02-17,4,Winter,-5.2,28.0,0.0,Night,Saturday,2,2.5,2000.0,-20.9,1
14,2018-02-17,5,Winter,-5.7,31.0,0.0,Day,Saturday,2,2.3,1999.0,-20.1,1
39,2018-02-17,6,Winter,-6.2,32.0,0.0,Day,Saturday,2,2.5,2000.0,-20.2,1
35,2018-02-17,7,Winter,-6.8,32.0,0.0,Day,Saturday,2,1.6,2000.0,-20.7,1
80,2018-02-17,8,Winter,-7.1,30.0,0.0,Day,Saturday,2,1.7,1991.0,-21.7,1
98,2018-02-17,9,Winter,-6.5,26.0,0.0,Day,Saturday,2,2.4,1874.0,-22.8,1
103,2018-02-17,10,Winter,-4.3,21.0,0.0,Day,Saturday,2,1.4,1908.0,-23.4,1
155,2018-02-17,11,Winter,-2.8,19.0,0.0,Day,Saturday,2,2.6,1957.0,-23.2,1
183,2018-02-17,12,Winter,-1.3,17.0,0.0,Day,Saturday,2,1.5,1998.0,-23.2,1
193,2018-02-17,13,Winter,-0.4,15.0,0.0,Day,Saturday,2,2.4,1938.0,-23.9,1
258,2018-02-17,14,Winter,-0.1,15.0,0.0,Day,Saturday,2,4.0,2000.0,-23.7,1
273,2018-02-17,15,Winter,1.0,14.0,0.0,Day,Saturday,2,4.6,2000.0,-23.5,1
267,2018-02-17,16,Winter,1.3,15.0,0.0,Day,Saturday,2,4.2,2000.0,-22.5,1
250,2018-02-17,17,Winter,0.6,17.0,0.0,Day,Saturday,2,3.3,2000.0,-21.7,1
223,2018-02-17,18,Winter,-0.3,17.0,0.0,Day,Saturday,2,1.9,2000.0,-22.4,1
169,2018-02-17,19,Winter,-1.5,32.0,0.0,Day,Saturday,2,2.5,2000.0,-16.0,1
145,2018-02-17,20,Winter,-2.1,38.0,0.0,Day,Saturday,2,2.0,2000.0,-14.5,1
133,2018-02-17,21,Winter,-2.3,38.0,0.0,Night,Saturday,2,2.3,2000.0,-14.7,1
123,2018-02-17,22,Winter,-2.7,42.0,0.0,Night,Saturday,2,2.2,2000.0,-13.8,1
117,2018-02-17,23,Winter,-2.9,31.0,0.0,Night,Saturday,2,3.8,2000.0,-17.7,1
99,2018-02-18,0,Winter,-3.6,33.0,0.0,Night,Sunday,2,1.7,2000.0,-17.5,1
103,2018-02-18,1,Winter,-4.4,33.0,0.0,Night,Sunday,2,1.4,2000.0,-18.2,1
86,2018-02-18,2,Winter,-4.7,33.0,0.0,Night,Sunday,2,0.1,2000.0,-18.5,1
56,2018-02-18,3,Winter,-4.5,26.0,0.0,Night,Sunday,2,0.0,2000.0,-21.1,1
37,2018-02-18,4,Winter,-4.1,27.0,0.0,Night,Sunday,2,0.6,2000.0,-20.3,1
22,2018-02-18,5,Winter,-4.0,28.0,0.0,Day,Sunday,2,0.5,2000.0,-19.8,1
38,2018-02-18,6,Winter,-4.1,30.0,0.0,Day,Sunday,2,1.1,2000.0,-19.1,1
52,2018-02-18,7,Winter,-4.6,31.0,0.0,Day,Sunday,2,1.2,2000.0,-19.2,1
92,2018-02-18,8,Winter,-4.8,31.0,0.0,Day,Sunday,2,0.8,2000.0,-19.3,1
137,2018-02-18,9,Winter,-4.1,30.0,0.0,Day,Sunday,2,0.5,2000.0,-19.1,1
156,2018-02-18,10,Winter,-1.8,23.0,0.0,Day,Sunday,2,0.6,2000.0,-20.2,1
183,2018-02-18,11,Winter,0.0,20.0,0.0,Day,Sunday,2,0.8,1975.0,-20.3,1
263,2018-02-18,12,Winter,2.2,17.0,0.0,Day,Sunday,2,1.0,1979.0,-20.4,1
337,2018-02-18,13,Winter,3.7,17.0,0.0,Day,Sunday,2,1.4,2000.0,-19.1,1
372,2018-02-18,14,Winter,4.1,17.0,0.0,Day,Sunday,2,1.8,1996.0,-18.8,1
440,2018-02-18,15,Winter,5.0,16.0,0.0,Day,Sunday,2,2.0,1970.0,-18.8,1
404,2018-02-18,16,Winter,5.1,16.0,0.0,Day,Sunday,2,1.8,1998.0,-18.7,1
354,2018-02-18,17,Winter,4.2,17.0,0.0,Day,Sunday,2,2.5,1990.0,-18.7,1
310,2018-02-18,18,Winter,2.8,25.0,0.0,Day,Sunday,2,3.0,2000.0,-15.3,1
238,2018-02-18,19,Winter,1.5,30.0,0.0,Day,Sunday,2,2.6,2000.0,-14.2,1
213,2018-02-18,20,Winter,0.6,33.0,0.0,Day,Sunday,2,1.9,2000.0,-13.8,1
226,2018-02-18,21,Winter,0.2,32.0,0.0,Night,Sunday,2,1.1,1951.0,-14.5,1
191,2018-02-18,22,Winter,-0.3,34.0,0.0,Night,Sunday,2,1.6,1981.0,-14.2,1
153,2018-02-18,23,Winter,-0.7,37.0,0.0,Night,Sunday,2,0.9,1814.0,-13.6,1
148,2018-02-19,0,Winter,-1.1,39.0,0.0,Night,Monday,2,1.7,1832.0,-13.3,1
101,2018-02-19,1,Winter,-1.4,42.0,0.0,Night,Monday,2,1.1,1805.0,-12.6,1
59,2018-02-19,2,Winter,-1.4,41.0,0.0,Night,Monday,2,1.1,1582.0,-12.9,1
42,2018-02-19,3,Winter,-1.4,41.0,0.0,Night,Monday,2,1.6,1870.0,-12.9,1
50,2018-02-19,4,Winter,-1.9,44.0,0.0,Night,Monday,2,0.7,1907.0,-12.5,1
59,2018-02-19,5,Winter,-1.8,44.0,0.0,Day,Monday,2,0.5,1862.0,-12.4,1
139,2018-02-19,6,Winter,-1.4,46.0,0.0,Day,Monday,2,0.3,1651.0,-11.5,1
349,2018-02-19,7,Winter,-0.9,45.0,0.0,Day,Monday,2,0.9,1820.0,-11.3,1
646,2018-02-19,8,Winter,-1.2,51.0,0.0,Day,Monday,2,0.8,1800.0,-10.0,1
347,2018-02-19,9,Winter,-0.6,43.0,0.0,Day,Monday,2,0.5,1596.0,-11.6,1
235,2018-02-19,10,Winter,2.6,45.0,0.0,Day,Monday,2,1.2,1230.0,-8.1,1
314,2018-02-19,11,Winter,4.3,44.0,0.0,Day,Monday,2,2.3,1091.0,-6.9,1
361,2018-02-19,12,Winter,4.7,43.0,0.0,Day,Monday,2,2.1,1131.0,-6.8,1
332,2018-02-19,13,Winter,5.1,41.0,0.0,Day,Monday,2,1.8,1097.0,-7.0,1
373,2018-02-19,14,Winter,5.6,38.0,0.0,Day,Monday,2,1.6,1087.0,-7.6,1
392,2018-02-19,15,Winter,6.3,35.0,0.0,Day,Monday,2,2.6,991.0,-8.0,1
403,2018-02-19,16,Winter,6.3,35.0,0.0,Day,Monday,2,2.9,1117.0,-8.0,1
522,2018-02-19,17,Winter,5.7,36.0,0.0,Day,Monday,2,3.0,1073.0,-8.2,1
819,2018-02-19,18,Winter,4.7,43.0,0.0,Day,Monday,2,2.4,938.0,-6.8,1
533,2018-02-19,19,Winter,3.6,55.0,0.0,Day,Monday,2,1.6,728.0,-4.6,1
417,2018-02-19,20,Winter,2.4,60.0,0.0,Day,Monday,2,1.9,661.0,-4.5,1
388,2018-02-19,21,Winter,1.8,63.0,0.0,Night,Monday,2,1.2,604.0,-4.5,1
357,2018-02-19,22,Winter,1.0,69.0,0.0,Night,Monday,2,0.7,525.0,-4.0,1
218,2018-02-19,23,Winter,0.5,73.0,0.0,Night,Monday,2,1.5,465.0,-3.7,1
177,2018-02-20,0,Winter,0.0,75.0,0.0,Night,Tuesday,2,2.3,394.0,-3.9,1
172,2018-02-20,1,Winter,-0.5,76.0,0.0,Night,Tuesday,2,1.6,402.0,-4.2,1
115,2018-02-20,2,Winter,-0.8,76.0,0.0,Night,Tuesday,2,0.8,421.0,-4.5,1
63,2018-02-20,3,Winter,-1.3,80.0,0.0,Night,Tuesday,2,0.7,392.0,-4.3,1
64,2018-02-20,4,Winter,-1.6,83.0,0.0,Night,Tuesday,2,0.6,368.0,-4.1,1
79,2018-02-20,5,Winter,-1.8,82.0,0.0,Day,Tuesday,2,1.3,375.0,-4.4,1
164,2018-02-20,6,Winter,-2.1,82.0,0.0,Day,Tuesday,2,1.8,381.0,-4.7,1
404,2018-02-20,7,Winter,-2.2,76.0,0.0,Day,Tuesday,2,1.9,527.0,-5.8,1
727,2018-02-20,8,Winter,-2.1,71.0,0.0,Day,Tuesday,2,1.7,610.0,-6.6,1
384,2018-02-20,9,Winter,-1.4,56.0,0.0,Day,Tuesday,2,1.4,709.0,-9.0,1
265,2018-02-20,10,Winter,1.1,38.0,0.0,Day,Tuesday,2,3.1,1184.0,-11.6,1
322,2018-02-20,11,Winter,2.8,35.0,0.0,Day,Tuesday,2,3.9,1265.0,-11.1,1
356,2018-02-20,12,Winter,4.0,23.0,0.0,Day,Tuesday,2,3.5,1785.0,-15.3,1
370,2018-02-20,13,Winter,4.2,22.0,0.0,Day,Tuesday,2,3.9,1812.0,-15.6,1
335,2018-02-20,14,Winter,5.0,20.0,0.0,Day,Tuesday,2,3.7,1866.0,-16.1,1
431,2018-02-20,15,Winter,5.4,18.0,0.0,Day,Tuesday,2,3.7,1940.0,-17.0,1
393,2018-02-20,16,Winter,5.1,17.0,0.0,Day,Tuesday,2,3.4,2000.0,-18.0,1
514,2018-02-20,17,Winter,3.9,19.0,0.0,Day,Tuesday,2,3.6,2000.0,-17.6,1
764,2018-02-20,18,Winter,3.2,20.0,0.0,Day,Tuesday,2,2.9,2000.0,-17.6,1
522,2018-02-20,19,Winter,2.5,21.0,0.0,Day,Tuesday,2,2.2,2000.0,-17.6,1
358,2018-02-20,20,Winter,1.8,19.0,0.0,Day,Tuesday,2,3.1,2000.0,-19.4,1
415,2018-02-20,21,Winter,1.1,21.0,0.0,Night,Tuesday,2,1.6,2000.0,-18.8,1
319,2018-02-20,22,Winter,0.5,22.0,0.0,Night,Tuesday,2,2.9,2000.0,-18.8,1
242,2018-02-20,23,Winter,-0.5,26.0,0.0,Night,Tuesday,2,3.3,2000.0,-17.7,1
171,2018-02-21,0,Winter,-1.4,28.0,0.0,Night,Wednesday,2,3.4,1990.0,-17.6,1
162,2018-02-21,1,Winter,-2.2,31.0,0.0,Night,Wednesday,2,1.1,1970.0,-17.0,1
105,2018-02-21,2,Winter,-2.9,31.0,0.0,Night,Wednesday,2,1.6,1931.0,-17.7,1
59,2018-02-21,3,Winter,-3.4,32.0,0.0,Night,Wednesday,2,0.9,1977.0,-17.7,1
50,2018-02-21,4,Winter,-3.8,32.0,0.0,Night,Wednesday,2,1.1,2000.0,-18.1,1
63,2018-02-21,5,Winter,-4.0,35.0,0.0,Day,Wednesday,2,1.8,2000.0,-17.2,1
159,2018-02-21,6,Winter,-4.0,34.0,0.0,Day,Wednesday,2,3.4,2000.0,-17.5,1
385,2018-02-21,7,Winter,-4.1,35.0,0.0,Day,Wednesday,2,3.5,1980.0,-17.3,1
718,2018-02-21,8,Winter,-4.3,36.0,0.0,Day,Wednesday,2,1.9,1955.0,-17.1,1
373,2018-02-21,9,Winter,-3.8,28.0,0.0,Day,Wednesday,2,1.7,1904.0,-19.6,1
244,2018-02-21,10,Winter,-1.8,25.0,0.0,Day,Wednesday,2,2.6,1913.0,-19.2,1
276,2018-02-21,11,Winter,0.2,22.0,0.0,Day,Wednesday,2,2.2,1907.0,-19.0,1
351,2018-02-21,12,Winter,2.2,17.0,0.0,Day,Wednesday,2,2.0,1824.0,-20.4,1
299,2018-02-21,13,Winter,2.9,14.0,0.0,Day,Wednesday,2,3.3,2000.0,-22.0,1
365,2018-02-21,14,Winter,3.3,14.0,0.0,Day,Wednesday,2,2.9,1985.0,-21.7,1
366,2018-02-21,15,Winter,4.2,15.0,0.0,Day,Wednesday,2,2.7,1995.0,-20.2,1
409,2018-02-21,16,Winter,3.7,14.0,0.0,Day,Wednesday,2,3.9,2000.0,-21.4,1
469,2018-02-21,17,Winter,3.1,14.0,0.0,Day,Wednesday,2,3.7,2000.0,-21.9,1
784,2018-02-21,18,Winter,1.8,16.0,0.0,Day,Wednesday,2,3.4,2000.0,-21.4,1
460,2018-02-21,19,Winter,-0.1,39.0,0.0,Day,Wednesday,2,2.8,2000.0,-12.4,1
356,2018-02-21,20,Winter,-1.1,43.0,0.0,Day,Wednesday,2,1.5,2000.0,-12.1,1
345,2018-02-21,21,Winter,-1.6,52.0,0.0,Night,Wednesday,2,2.2,2000.0,-10.1,1
